ProductKey,OrderDateKey,CustomerKey,SalesOrderNumber,OrderQuantity,SalesAmount,OrderDate,DueDate,ShipDate
310,20180123,16350,SO43809,1,3578.27,1/23/2018,2/4/2018,1/30/2018
345,20180123,11004,SO43810,1,3399.99,1/23/2018,2/4/2018,1/30/2018
346,20180123,11026,SO43811,1,3399.99,1/23/2018,2/4/2018,1/30/2018
312,20180124,27662,SO43812,1,3578.27,1/24/2018,2/5/2018,1/31/2018
350,20180124,28390,SO43813,1,3374.99,1/24/2018,2/5/2018,1/31/2018
350,20180124,25866,SO43814,1,3374.99,1/24/2018,2/5/2018,1/31/2018
311,20180124,16494,SO43815,1,3578.27,1/24/2018,2/5/2018,1/31/2018
314,20180124,16496,SO43816,1,3578.27,1/24/2018,2/5/2018,1/31/2018
310,20180124,16519,SO43817,1,3578.27,1/24/2018,2/5/2018,1/31/2018
312,20180124,16528,SO43818,1,3578.27,1/24/2018,2/5/2018,1/31/2018
346,20180124,11006,SO43819,1,3399.99,1/24/2018,2/5/2018,1/31/2018
312,20180125,27651,SO43820,1,3578.27,1/25/2018,2/6/2018,2/1/2018
310,20180125,27663,SO43821,1,3578.27,1/25/2018,2/6/2018,2/1/2018
313,20180125,27669,SO43822,1,3578.27,1/25/2018,2/6/2018,2/1/2018
342,20180125,19942,SO43823,1,699.0982,1/25/2018,2/6/2018,2/1/2018
338,20180125,14558,SO43824,1,699.0982,1/25/2018,2/6/2018,2/1/2018
313,20180125,16349,SO43825,1,3578.27,1/25/2018,2/6/2018,2/1/2018
348,20180125,11008,SO43826,1,3374.99,1/25/2018,2/6/2018,2/1/2018
338,20180125,25250,SO43827,1,699.0982,1/25/2018,2/6/2018,2/1/2018
310,20180126,27605,SO43828,1,3578.27,1/26/2018,2/7/2018,2/2/2018
310,20180126,27611,SO43829,1,3578.27,1/26/2018,2/7/2018,2/2/2018
311,20180126,16347,SO43830,1,3578.27,1/26/2018,2/7/2018,2/2/2018
349,20180126,11028,SO43831,1,3374.99,1/26/2018,2/7/2018,2/2/2018
310,20180126,13584,SO43832,1,3578.27,1/26/2018,2/7/2018,2/2/2018
310,20180127,21727,SO43833,1,3578.27,1/27/2018,2/8/2018,2/3/2018
348,20180127,28393,SO43834,1,3374.99,1/27/2018,2/8/2018,2/3/2018
348,20180127,19802,SO43835,1,3374.99,1/27/2018,2/8/2018,2/3/2018
324,20180127,26620,SO43836,1,699.0982,1/27/2018,2/8/2018,2/3/2018
350,20180127,11009,SO43837,1,3374.99,1/27/2018,2/8/2018,2/3/2018
313,20180128,27641,SO43838,1,3578.27,1/28/2018,2/9/2018,2/4/2018
311,20180128,27673,SO43839,1,3578.27,1/28/2018,2/9/2018,2/4/2018
326,20180128,17957,SO43840,1,699.0982,1/28/2018,2/9/2018,2/4/2018
314,20180128,13406,SO43841,1,3578.27,1/28/2018,2/9/2018,2/4/2018
312,20180128,16630,SO43842,1,3578.27,1/28/2018,2/9/2018,2/4/2018
313,20180129,22041,SO43918,1,3578.27,1/29/2018,2/10/2018,2/5/2018
314,20180129,12124,SO43919,1,3578.27,1/29/2018,2/10/2018,2/5/2018
313,20180129,28066,SO43920,1,3578.27,1/29/2018,2/10/2018,2/5/2018
313,20180129,16743,SO43921,1,3578.27,1/29/2018,2/10/2018,2/5/2018
310,20180129,13546,SO43922,1,3578.27,1/29/2018,2/10/2018,2/5/2018
312,20180130,28018,SO43923,1,3578.27,1/30/2018,2/11/2018,2/6/2018
310,20180130,12132,SO43924,1,3578.27,1/30/2018,2/11/2018,2/6/2018
314,20180130,16661,SO43925,1,3578.27,1/30/2018,2/11/2018,2/6/2018
351,20180131,11055,SO43926,1,3374.99,1/31/2018,2/12/2018,2/7/2018
314,20180131,16662,SO43927,1,3578.27,1/31/2018,2/12/2018,2/7/2018
313,20180131,16740,SO43928,1,3578.27,1/31/2018,2/12/2018,2/7/2018
322,20180131,25270,SO43929,1,699.0982,1/31/2018,2/12/2018,2/7/2018
312,20180201,28038,SO43930,1,3578.27,2/1/2018,2/13/2018,2/8/2018
313,20180201,13548,SO43931,1,3578.27,2/1/2018,2/13/2018,2/8/2018
314,20180201,16741,SO43932,1,3578.27,2/1/2018,2/13/2018,2/8/2018
347,20180201,11031,SO43933,1,3399.99,2/1/2018,2/13/2018,2/8/2018
346,20180201,11034,SO43934,1,3399.99,2/1/2018,2/13/2018,2/8/2018
334,20180202,20048,SO43935,1,699.0982,2/2/2018,2/14/2018,2/9/2018
311,20180202,28065,SO43936,1,3578.27,2/2/2018,2/14/2018,2/9/2018
312,20180202,17047,SO43937,1,3578.27,2/2/2018,2/14/2018,2/9/2018
310,20180202,16686,SO43938,1,3578.27,2/2/2018,2/14/2018,2/9/2018
312,20180202,16659,SO43939,1,3578.27,2/2/2018,2/14/2018,2/9/2018
336,20180202,25294,SO43940,1,699.0982,2/2/2018,2/14/2018,2/9/2018
314,20180203,13600,SO43941,1,3578.27,2/3/2018,2/15/2018,2/10/2018
310,20180203,17051,SO43942,1,3578.27,2/3/2018,2/15/2018,2/10/2018
338,20180203,14565,SO43943,1,699.0982,2/3/2018,2/15/2018,2/10/2018
344,20180203,11054,SO43944,1,3399.99,2/3/2018,2/15/2018,2/10/2018
310,20180203,16675,SO43945,1,3578.27,2/3/2018,2/15/2018,2/10/2018
313,20180203,16687,SO43946,1,3578.27,2/3/2018,2/15/2018,2/10/2018
310,20180203,16712,SO43947,1,3578.27,2/3/2018,2/15/2018,2/10/2018
345,20180203,11047,SO43948,1,3399.99,2/3/2018,2/15/2018,2/10/2018
310,20180204,27726,SO43949,1,3578.27,2/4/2018,2/16/2018,2/11/2018
311,20180204,28014,SO43950,1,3578.27,2/4/2018,2/16/2018,2/11/2018
311,20180204,16696,SO43951,1,3578.27,2/4/2018,2/16/2018,2/11/2018
312,20180204,16639,SO43952,1,3578.27,2/4/2018,2/16/2018,2/11/2018
342,20180205,20049,SO43953,1,699.0982,2/5/2018,2/17/2018,2/12/2018
311,20180205,13602,SO43954,1,3578.27,2/5/2018,2/17/2018,2/12/2018
314,20180205,13661,SO43955,1,3578.27,2/5/2018,2/17/2018,2/12/2018
344,20180205,11030,SO43956,1,3399.99,2/5/2018,2/17/2018,2/12/2018
313,20180206,28068,SO43957,1,3578.27,2/6/2018,2/18/2018,2/13/2018
312,20180206,16658,SO43958,1,3578.27,2/6/2018,2/18/2018,2/13/2018
348,20180206,11035,SO43959,1,3374.99,2/6/2018,2/18/2018,2/13/2018
349,20180206,11046,SO43960,1,3374.99,2/6/2018,2/18/2018,2/13/2018
311,20180207,28031,SO43961,1,3578.27,2/7/2018,2/19/2018,2/14/2018
312,20180207,28076,SO43962,1,3578.27,2/7/2018,2/19/2018,2/14/2018
314,20180207,16685,SO43963,1,3578.27,2/7/2018,2/19/2018,2/14/2018
312,20180207,16745,SO43964,1,3578.27,2/7/2018,2/19/2018,2/14/2018
351,20180207,11038,SO43965,1,3374.99,2/7/2018,2/19/2018,2/14/2018
347,20180207,11039,SO43966,1,3399.99,2/7/2018,2/19/2018,2/14/2018
313,20180208,28040,SO43967,1,3578.27,2/8/2018,2/20/2018,2/15/2018
313,20180208,28067,SO43968,1,3578.27,2/8/2018,2/20/2018,2/15/2018
310,20180208,28071,SO43969,1,3578.27,2/8/2018,2/20/2018,2/15/2018
311,20180208,16684,SO43970,1,3578.27,2/8/2018,2/20/2018,2/15/2018
314,20180208,16657,SO43971,1,3578.27,2/8/2018,2/20/2018,2/15/2018
314,20180209,21939,SO43972,1,3578.27,2/9/2018,2/21/2018,2/16/2018
312,20180209,28039,SO43973,1,3578.27,2/9/2018,2/21/2018,2/16/2018
312,20180209,13687,SO43974,1,3578.27,2/9/2018,2/21/2018,2/16/2018
312,20180209,13540,SO43975,1,3578.27,2/9/2018,2/21/2018,2/16/2018
310,20180209,28063,SO43976,1,3578.27,2/9/2018,2/21/2018,2/16/2018
312,20180209,16703,SO43977,1,3578.27,2/9/2018,2/21/2018,2/16/2018
310,20180210,28030,SO43978,1,3578.27,2/10/2018,2/22/2018,2/17/2018
322,20180210,14576,SO43979,1,699.0982,2/10/2018,2/22/2018,2/17/2018
351,20180210,11048,SO43980,1,3374.99,2/10/2018,2/22/2018,2/17/2018
314,20180210,16664,SO43981,1,3578.27,2/10/2018,2/22/2018,2/17/2018
342,20180210,25271,SO43982,1,699.0982,2/10/2018,2/22/2018,2/17/2018
314,20180211,28017,SO43983,1,3578.27,2/11/2018,2/23/2018,2/18/2018
311,20180211,13545,SO43984,1,3578.27,2/11/2018,2/23/2018,2/18/2018
313,20180211,13515,SO43985,1,3578.27,2/11/2018,2/23/2018,2/18/2018
310,20180211,28070,SO43986,1,3578.27,2/11/2018,2/23/2018,2/18/2018
310,20180212,28042,SO43987,1,3578.27,2/12/2018,2/24/2018,2/19/2018
344,20180212,11244,SO43988,1,3399.99,2/12/2018,2/24/2018,2/19/2018
312,20180212,28083,SO43989,1,3578.27,2/12/2018,2/24/2018,2/19/2018
344,20180212,25872,SO43990,1,3399.99,2/12/2018,2/24/2018,2/19/2018
310,20180212,16660,SO43991,1,3578.27,2/12/2018,2/24/2018,2/19/2018
311,20180212,16638,SO43992,1,3578.27,2/12/2018,2/24/2018,2/19/2018
314,20180214,16929,SO43993,1,3578.27,2/14/2018,2/26/2018,2/21/2018
314,20180215,27681,SO43994,1,3578.27,2/15/2018,2/27/2018,2/22/2018
312,20180215,21813,SO43995,1,3578.27,2/15/2018,2/27/2018,2/22/2018
310,20180215,27920,SO43996,1,3578.27,2/15/2018,2/27/2018,2/22/2018
310,20180215,28022,SO43997,1,3578.27,2/15/2018,2/27/2018,2/22/2018
348,20180215,11033,SO43998,1,3374.99,2/15/2018,2/27/2018,2/22/2018
311,20180215,28047,SO43999,1,3578.27,2/15/2018,2/27/2018,2/22/2018
311,20180216,27918,SO44000,1,3578.27,2/16/2018,2/28/2018,2/23/2018
313,20180216,28044,SO44001,1,3578.27,2/16/2018,2/28/2018,2/23/2018
336,20180216,14572,SO44002,1,699.0982,2/16/2018,2/28/2018,2/23/2018
342,20180216,19325,SO44003,1,699.0982,2/16/2018,2/28/2018,2/23/2018
310,20180216,28061,SO44004,1,3578.27,2/16/2018,2/28/2018,2/23/2018
334,20180216,26629,SO44005,1,699.0982,2/16/2018,2/28/2018,2/23/2018
310,20180216,16744,SO44006,1,3578.27,2/16/2018,2/28/2018,2/23/2018
320,20180216,25555,SO44007,1,699.0982,2/16/2018,2/28/2018,2/23/2018
312,20180217,27678,SO44008,1,3578.27,2/17/2018,3/1/2018,2/24/2018
314,20180217,27759,SO44009,1,3578.27,2/17/2018,3/1/2018,2/24/2018
310,20180217,13680,SO44010,1,3578.27,2/17/2018,3/1/2018,2/24/2018
310,20180217,13514,SO44011,1,3578.27,2/17/2018,3/1/2018,2/24/2018
349,20180217,11052,SO44012,1,3374.99,2/17/2018,3/1/2018,2/24/2018
312,20180217,16928,SO44013,1,3578.27,2/17/2018,3/1/2018,2/24/2018
313,20180218,27917,SO44014,1,3578.27,2/18/2018,3/2/2018,2/25/2018
311,20180218,13693,SO44015,1,3578.27,2/18/2018,3/2/2018,2/25/2018
350,20180218,11247,SO44016,1,3374.99,2/18/2018,3/2/2018,2/25/2018
310,20180218,28078,SO44017,1,3578.27,2/18/2018,3/2/2018,2/25/2018
350,20180218,25876,SO44018,1,3374.99,2/18/2018,3/2/2018,2/25/2018
310,20180218,16701,SO44019,1,3578.27,2/18/2018,3/2/2018,2/25/2018
311,20180218,16931,SO44020,1,3578.27,2/18/2018,3/2/2018,2/25/2018
348,20180218,11032,SO44021,1,3374.99,2/18/2018,3/2/2018,2/25/2018
313,20180219,22008,SO44022,1,3578.27,2/19/2018,3/3/2018,2/26/2018
349,20180219,19830,SO44023,1,3374.99,2/19/2018,3/3/2018,2/26/2018
314,20180219,16663,SO44024,1,3578.27,2/19/2018,3/3/2018,2/26/2018
314,20180219,16708,SO44025,1,3578.27,2/19/2018,3/3/2018,2/26/2018
310,20180219,17045,SO44026,1,3578.27,2/19/2018,3/3/2018,2/26/2018
310,20180220,21921,SO44027,1,3578.27,2/20/2018,3/4/2018,2/27/2018
312,20180220,17048,SO44028,1,3578.27,2/20/2018,3/4/2018,2/27/2018
350,20180220,11050,SO44029,1,3374.99,2/20/2018,3/4/2018,2/27/2018
311,20180221,12131,SO44030,1,3578.27,2/21/2018,3/5/2018,2/28/2018
313,20180221,13689,SO44031,1,3578.27,2/21/2018,3/5/2018,2/28/2018
344,20180221,11243,SO44032,1,3399.99,2/21/2018,3/5/2018,2/28/2018
314,20180221,16693,SO44033,1,3578.27,2/21/2018,3/5/2018,2/28/2018
313,20180221,16702,SO44034,1,3578.27,2/21/2018,3/5/2018,2/28/2018
312,20180221,16707,SO44035,1,3578.27,2/21/2018,3/5/2018,2/28/2018
310,20180221,17046,SO44036,1,3578.27,2/21/2018,3/5/2018,2/28/2018
328,20180221,25272,SO44037,1,699.0982,2/21/2018,3/5/2018,2/28/2018
344,20180221,25868,SO44038,1,3399.99,2/21/2018,3/5/2018,2/28/2018
342,20180222,17971,SO44039,1,699.0982,2/22/2018,3/6/2018,3/1/2018
351,20180222,11057,SO44040,1,3374.99,2/22/2018,3/6/2018,3/1/2018
313,20180222,16742,SO44041,1,3578.27,2/22/2018,3/6/2018,3/1/2018
313,20180223,13678,SO44042,1,3578.27,2/23/2018,3/7/2018,3/2/2018
311,20180223,13679,SO44043,1,3578.27,2/23/2018,3/7/2018,3/2/2018
314,20180223,13690,SO44044,1,3578.27,2/23/2018,3/7/2018,3/2/2018
344,20180223,28394,SO44045,1,3399.99,2/23/2018,3/7/2018,3/2/2018
313,20180223,28064,SO44046,1,3578.27,2/23/2018,3/7/2018,3/2/2018
344,20180223,25878,SO44047,1,3399.99,2/23/2018,3/7/2018,3/2/2018
314,20180223,16713,SO44048,1,3578.27,2/23/2018,3/7/2018,3/2/2018
314,20180224,13538,SO44049,1,3578.27,2/24/2018,3/8/2018,3/3/2018
310,20180224,17050,SO44050,1,3578.27,2/24/2018,3/8/2018,3/3/2018
310,20180225,13691,SO44051,1,3578.27,2/25/2018,3/9/2018,3/4/2018
314,20180225,16637,SO44052,1,3578.27,2/25/2018,3/9/2018,3/4/2018
338,20180226,19329,SO44053,1,699.0982,2/26/2018,3/10/2018,3/5/2018
314,20180226,13542,SO44054,1,3578.27,2/26/2018,3/10/2018,3/5/2018
310,20180226,13543,SO44055,1,3578.27,2/26/2018,3/10/2018,3/5/2018
314,20180226,13559,SO44056,1,3578.27,2/26/2018,3/10/2018,3/5/2018
338,20180226,14577,SO44057,1,699.0982,2/26/2018,3/10/2018,3/5/2018
350,20180226,11056,SO44058,1,3374.99,2/26/2018,3/10/2018,3/5/2018
313,20180226,16688,SO44059,1,3578.27,2/26/2018,3/10/2018,3/5/2018
342,20180226,25273,SO44060,1,699.0982,2/26/2018,3/10/2018,3/5/2018
310,20180227,27919,SO44061,1,3578.27,2/27/2018,3/11/2018,3/6/2018
310,20180227,28041,SO44062,1,3578.27,2/27/2018,3/11/2018,3/6/2018
344,20180227,11240,SO44063,1,3399.99,2/27/2018,3/11/2018,3/6/2018
310,20180227,22050,SO44064,1,3578.27,2/27/2018,3/11/2018,3/6/2018
310,20180227,28062,SO44065,1,3578.27,2/27/2018,3/11/2018,3/6/2018
344,20180227,25867,SO44066,1,3399.99,2/27/2018,3/11/2018,3/6/2018
310,20180227,17049,SO44067,1,3578.27,2/27/2018,3/11/2018,3/6/2018
313,20180228,13541,SO44068,1,3578.27,2/28/2018,3/12/2018,3/7/2018
349,20180228,28395,SO44069,1,3374.99,2/28/2018,3/12/2018,3/7/2018
349,20180228,19829,SO44070,1,3374.99,2/28/2018,3/12/2018,3/7/2018
313,20180228,16691,SO44071,1,3578.27,2/28/2018,3/12/2018,3/7/2018
311,20180228,16656,SO44072,1,3578.27,2/28/2018,3/12/2018,3/7/2018
351,20180228,11044,SO44073,1,3374.99,2/28/2018,3/12/2018,3/7/2018
310,20180301,13821,SO44134,1,3578.27,3/1/2018,3/13/2018,3/8/2018
310,20180301,28156,SO44135,1,3578.27,3/1/2018,3/13/2018,3/8/2018
311,20180301,22114,SO44136,1,3578.27,3/1/2018,3/13/2018,3/8/2018
314,20180301,17328,SO44137,1,3578.27,3/1/2018,3/13/2018,3/8/2018
310,20180302,13765,SO44138,1,3578.27,3/2/2018,3/14/2018,3/9/2018
311,20180302,13792,SO44139,1,3578.27,3/2/2018,3/14/2018,3/9/2018
311,20180302,12221,SO44140,1,3578.27,3/2/2018,3/14/2018,3/9/2018
313,20180302,13572,SO44141,1,3578.27,3/2/2018,3/14/2018,3/9/2018
313,20180302,22058,SO44142,1,3578.27,3/2/2018,3/14/2018,3/9/2018
313,20180302,28145,SO44143,1,3578.27,3/2/2018,3/14/2018,3/9/2018
312,20180302,17071,SO44144,1,3578.27,3/2/2018,3/14/2018,3/9/2018
310,20180302,17309,SO44145,1,3578.27,3/2/2018,3/14/2018,3/9/2018
313,20180302,17310,SO44146,1,3578.27,3/2/2018,3/14/2018,3/9/2018
310,20180302,17320,SO44147,1,3578.27,3/2/2018,3/14/2018,3/9/2018
310,20180303,28172,SO44148,1,3578.27,3/3/2018,3/15/2018,3/10/2018
312,20180303,17242,SO44149,1,3578.27,3/3/2018,3/15/2018,3/10/2018
312,20180303,17315,SO44150,1,3578.27,3/3/2018,3/15/2018,3/10/2018
328,20180303,25558,SO44151,1,699.0982,3/3/2018,3/15/2018,3/10/2018
346,20180304,11334,SO44152,1,3399.99,3/4/2018,3/16/2018,3/11/2018
312,20180304,28168,SO44153,1,3578.27,3/4/2018,3/16/2018,3/11/2018
311,20180304,28181,SO44154,1,3578.27,3/4/2018,3/16/2018,3/11/2018
313,20180304,28131,SO44155,1,3578.27,3/4/2018,3/16/2018,3/11/2018
346,20180304,25887,SO44156,1,3399.99,3/4/2018,3/16/2018,3/11/2018
314,20180304,17055,SO44157,1,3578.27,3/4/2018,3/16/2018,3/11/2018
311,20180305,13567,SO44158,1,3578.27,3/5/2018,3/17/2018,3/12/2018
311,20180305,28182,SO44159,1,3578.27,3/5/2018,3/17/2018,3/12/2018
312,20180305,28186,SO44160,1,3578.27,3/5/2018,3/17/2018,3/12/2018
314,20180306,13772,SO44161,1,3578.27,3/6/2018,3/18/2018,3/13/2018
